ActSalePrice,SalePriceRidge,SalePriceGradBoost,SalePriceBagging,SalePriceRandFor,SalePriceXgboost
154000,195224.30330440914,173319.815787085,156918.71299424546,163338.35640629457,164074.8
437154,439014.15771199996,431066.46113920526,450979.9935473725,436091.0535715726,438664.12
318061,290845.8136258766,302177.7292708918,302336.4988986828,297958.7391895673,314275.66
190000,189341.9588918898,206717.58284818212,213192.1974856438,212320.14351336434,214105.33
95000,101596.13814263298,93184.25385025845,100676.67330381555,96714.32582481163,95182.51
105900,104903.2293806373,102776.94973010632,101415.93149182534,94960.13298918704,104771.78
140000,155780.40024571633,160799.32939136814,151614.39969489686,149254.91862946178,158015.22
177500,187194.13596689625,177421.6119496953,172986.46544071168,171866.45311355198,177820.97
173000,165666.7687574969,165702.6899124981,169668.30979380134,169966.4614512597,170708.28
134000,128617.66113736288,136381.73942518557,133925.18544765783,140165.85220568636,135257.64
130000,146722.42637648384,147418.09777189302,133235.99602550777,134587.80747822547,130844.02
280000,283302.78883920854,276722.31232376955,277845.9437418163,276150.82459859777,280769.7
156000,157901.34115518542,151508.8436411577,149496.0611002062,150082.1794412153,154202.36
145000,139389.48355891937,152553.27063878076,134987.14327594877,139603.86225783697,149023.95
198500,194826.30976869893,192392.5041440258,191601.8416652625,198930.86842297364,198197.94
118000,112321.69499005811,103463.07972885095,103385.3699489378,98425.29131032879,99372.05
190000,179352.61308029195,184469.8353232701,192953.080735599,186988.11132208147,190196.72
147000,123650.3211668835,121202.06281629088,120671.81772224435,118675.86062618876,121429.65
159000,169723.6601445589,165736.54669346483,157864.17467779596,161171.79225726397,157811.6
165000,160684.66757874627,153976.79985948358,164104.71652711078,154484.114822366,162043.45
132000,137522.0649844256,138715.54778688648,135243.38670731353,138492.27237359885,135990.48
162000,169754.41106679523,158443.37519083382,156003.58589136886,156782.9635375119,163305.34
172400,179218.1204543101,177296.4258941853,174684.78989117776,174647.88183124326,175724.97
134432,141054.05097284485,136371.62294019273,163918.39012595278,149003.68876408524,123565.24
125000,118713.73422224,120513.3485617699,122810.6622390945,120888.35018786929,123852.984
123000,126949.54598984843,123651.81249988127,115564.61277777242,124970.2819512276,123290.03
219500,211343.26131725722,205926.2139286358,207021.65467692845,205587.82746025725,213308.02
61000,65897.72111503672,62515.45145956277,67706.48374627435,66641.1223125787,60910.82
148000,152180.36554243957,143513.5031155448,132945.17196710574,140912.20921673765,148338.39
340000,271931.4581268878,321706.36331479985,339086.1103900694,321455.5613081385,336699.1
394432,377459.9575828334,382494.6138829004,390368.3750186738,382472.32328651875,395081.53
179000,184399.76448581123,179172.38265064274,181673.29631866477,181181.88785383513,178698.52
127000,154401.1100371546,138444.0341424116,126914.61285109204,131879.60388048925,127120.12
187750,206891.08877628477,193713.80935631602,189013.0298258169,189010.44623583785,189097.62
213500,201685.36772873846,202063.1415833993,210130.33676306586,217298.92004136115,201216.4
76000,104808.52324285396,81826.63018513734,83058.60908211237,83792.7856434869,78329.13
240000,254052.60834370207,239616.90103611324,233242.80387832862,229385.40537475082,237989.75
192000,188267.63501629836,187436.43733370354,209388.2617112166,196722.63859827895,188752.75
81000,92396.5482514807,84528.92503238989,85228.68463010855,88045.42593008197,81027.09
125000,133989.04075289925,139795.8658014004,126334.07118163508,128757.26399356406,126478.484
191000,199565.5532110412,192410.61605576088,199632.46660856705,195247.93916252462,191578.8
426000,398997.3487292128,419401.67828963575,387711.1181878737,404244.13846703584,424021.53
119000,117473.75324072117,111364.6515631942,112034.37310757513,117234.01628593662,117546.94
215000,235775.17578538973,225320.25440606975,213664.4629299406,212834.0058089869,215639.73
106500,98102.97687654788,102190.69102592819,100333.59544219825,102601.57068247555,105234.03
100000,90424.56021796448,90477.03047018888,97364.40013123506,90541.16512401158,99630.914
109000,107639.7662357992,100469.83085770732,109468.86114339567,106748.87707070052,108672.62
129000,114720.6892131796,129896.7779509302,133925.95957530255,130196.85806438385,127288.14
123000,133134.1772954209,133320.6044587637,133753.02962601004,128742.19472055875,124772.72
169500,150474.91320194578,160612.58207989295,166448.50995578384,163501.95890279234,168426.88
67000,86546.72179179954,92050.5193955505,93209.07627988623,101751.41275711826,98787.34
241000,217988.19990133977,222061.28855772564,225890.49321419594,224270.92241490557,237302.14
245500,270210.7778426896,244802.77169135478,232442.5333745733,233003.52356139664,245777.0
164990,206815.0894645304,190824.90032572226,165869.59532853574,172687.47546937785,175675.55
108000,106446.20113966116,99845.47870000117,103591.63632060545,103366.70841833776,106444.63
258000,239008.6682026103,249636.06983065148,261185.0495703144,262589.53439141426,256651.61
168000,168316.74824917794,174414.61907679797,169569.81911185937,170635.64346073414,174048.64
150000,161773.75793322123,169050.1187393854,171229.00817440706,160707.28271302875,154740.36
115000,129343.43038568588,131021.37467203788,118825.79811698696,120873.90272345742,119285.234
177000,157601.06287668695,159961.2733617375,148081.67258460465,155241.18878362337,172056.02
280000,288241.880086111,269661.73385720985,290563.6501677761,275938.9958803549,280847.06
339750,318577.51777132833,327446.07678044203,313213.1546290036,317928.27154065756,340217.03
60000,78608.58258786426,63863.841359190425,87101.4199855549,80987.2990549138,60724.816
145000,132153.15565144314,138050.59561545218,145076.4334966486,140981.8232196977,140650.92
222000,265808.63734394615,230830.78347196334,249096.0000287181,225847.6637505881,227570.33
115000,102531.32944896373,108186.50996648672,114523.40768300256,108663.32365041313,103479.086
228000,262601.1928229033,239513.57422137127,243244.73069575807,233905.01106183324,230055.55
181134,198723.15037967605,195050.3948770639,195190.1730499329,195128.18526644443,198126.48
149500,159214.81959965776,148874.17090146645,156988.15106565927,158508.17706873608,139856.94
239000,216415.5237311167,239836.61505480402,240647.9172884744,227424.87968225882,239396.78
126000,104701.8450656435,112750.12004372932,123987.64765324784,118238.31281608852,123772.46
142000,134927.9693309479,139232.48971025783,137033.86175831867,139790.77664140135,138027.19
206300,223747.81559327096,206736.165333837,205091.64158332883,199020.49264001488,206197.83
215000,204720.3411962429,208895.34037779554,208684.9428241349,211065.2362369733,213495.47
113000,118932.6511172222,120610.10233275371,135484.04634081927,123386.77787974334,120130.266
315000,302472.1129487722,340263.4926188014,340728.01575868216,334001.95650537615,328850.84
139000,139508.06068500795,140929.87980652676,141998.72714275075,140507.37509127273,140509.61
135000,132793.91673307953,140509.74591989047,155884.10375398555,152286.32060291886,142898.97
275000,210042.65716535575,234649.48194134556,231134.05115510165,234952.78852840594,233881.05
109008,116430.79905375678,112642.07200865913,108719.3466391598,116688.2778611693,115465.58
195400,200763.43499321325,195945.13123988095,195374.0771644526,194739.6265943254,204194.95
175000,190081.8720188009,175337.29999313073,176984.7751330582,174962.1794653464,160423.55
85400,94536.14456547814,91528.065376501,94083.75594559702,90458.45686639822,85527.66
79900,102901.77042073527,93537.68222146334,89145.09245860431,90049.42829914953,80296.62
122500,126461.33925273044,126561.74930417852,133006.31319965518,130008.56648131864,126003.18
181000,175225.0021405174,178109.86721420096,187027.58599656983,178892.67087263067,172644.94
81000,77954.23302440725,80431.47547914018,83231.61665209313,82598.59974062681,80483.3
212000,218676.25934422793,203836.79572532413,204018.59038764273,204454.7790379858,211443.48
116000,107211.8849449972,109592.303443155,104711.15717190571,110997.15491531725,116557.12
119000,115235.00463863961,115588.5889325011,112278.73233271396,116936.22543851334,118071.84
90350,121639.94822872734,91738.74430097317,109778.57070936778,91887.77859768324,90355.195
110000,121384.48039728632,118736.99825013256,111504.00615637678,116031.50531169132,112240.25
555000,430835.20112634025,522923.7492608324,371639.7599201693,477180.9335756968,552005.1
118000,108259.59026886671,117713.52371579749,116476.72575466952,119143.27796596666,118957.266
162900,150215.89479633415,153817.00892472873,152948.88879070594,157255.41740349276,162407.8
172500,189170.13245731167,175092.070869729,178024.44248066106,178601.28433865134,172777.2
210000,222186.1345657718,211314.77198922433,212465.57136837408,213051.2084432421,212824.02
127500,137878.2817591115,142546.79176510219,142243.60117328438,140896.59588282063,129276.34
190000,236501.3514065744,199805.91780287697,193664.94839641158,188484.13782746717,189892.22
199900,197093.3736242041,197105.11641378584,206850.24394292984,203132.90893566102,198299.84
119500,122185.86165902285,121471.06521422399,119294.0734560576,123275.46995841729,123305.79
120000,115370.13320526107,115797.48445490506,122803.35731327717,116805.08811433378,119453.16
110000,108040.20768174075,109075.96316118493,107691.47507482127,111953.35452257322,110667.61
280000,216265.6107882373,208195.26060056826,208990.80531678692,188751.11578664108,205719.17
204000,222479.02187056356,207555.58193602195,205327.2877862191,202047.97355416563,204756.77
210000,203843.4702793745,229614.2999006529,196600.4284155617,204010.29751495915,217229.48
188000,149623.4631718703,173275.97386375163,153761.79285257315,173473.04437893623,185398.22
175500,160057.6949860939,170807.96874064184,161934.25910892934,167581.4303266244,174895.22
98000,100214.45478298362,102344.83369656595,99798.9813509928,100705.49240596994,98368.24
256000,223005.98979843516,243433.68542240438,231865.58619916547,223354.06960403305,255198.92
161000,144137.41117642637,165591.31839800184,161509.18507373935,165106.46152092583,161320.89
110000,134480.02449688557,119619.26807416201,114892.38434005238,113829.883094923,111099.36
263435,240025.52292191843,262267.8373203941,247360.71003815375,255546.5017107948,265399.56
155000,159442.86597385936,150337.33160380894,154874.2012776726,155290.4101178178,155799.84
62383,120242.14560046696,93634.94766768457,72437.26537098207,81983.63584365697,68167.52
188700,160294.63074709987,182117.63826838238,170713.14188275952,175613.31550820536,189405.88
124000,123999.52463974713,119782.3939246607,127390.38543851688,127604.05404161732,125333.36
178740,171546.45729766702,182372.37792235677,182889.45392641355,179661.1641378198,178309.34
167000,176438.0825267148,173218.7260208272,155440.55349152297,154387.10214088365,164855.1
146500,153454.75859969642,149154.06290669818,144249.3962583836,148959.20634067498,145733.92
250000,250961.43933921275,249109.120467229,257143.219765088,250915.3924713654,249264.89
187000,187857.36190968135,184999.92961216785,188316.89382652234,187754.76928038435,187950.02
212000,199820.25897799677,216601.5140789002,212786.73113617898,217131.35437602637,212419.69
190000,187766.78222905583,183631.50428572923,182624.32195689014,195307.69073635968,189849.12
148000,128988.29970902578,142905.67928064967,142469.11859083446,145203.46283742067,147565.45
440000,335250.7361786433,389565.6543847326,413440.34100657393,399655.30540676427,431199.5
251000,251407.6717134768,261584.99708108418,253577.163520415,256565.56038705492,251138.45
132500,128980.55363136975,130127.97308333316,136216.8105705384,132026.709790232,133003.8
208900,203373.9112313824,201701.99817279147,206406.5022903055,206136.14802708948,207924.89
380000,350217.65896947845,384117.9534041526,452748.4529563893,386071.05208592484,379930.66
297000,287946.0081328596,318319.98052917543,319273.3117154445,317427.2900035135,337754.94
89471,128496.53165883721,124755.91452483465,112764.50182960113,117355.17555456822,129627.96
326000,333780.12360609585,334011.0758925796,329075.9343942861,328016.5374881189,327368.6
374000,350545.5674196046,340982.12730775296,356636.4960367716,355429.43984037644,373513.5
155000,178470.4907643168,164381.97763602098,184730.7288755999,168019.5606898785,155947.77
164000,147208.82959748412,154973.28727595575,161227.59786306857,161813.9696744051,164751.05
132500,131331.988497736,135622.15155825653,132747.0838375904,133141.49748255024,131725.31
147000,148986.3386433486,144428.0306280995,140375.2558595628,141707.47488670237,148326.08
156000,139989.9244241925,145111.2512507772,149320.84623873717,151210.71626767874,152546.03
175000,175687.2054855337,171859.08016309078,179836.19851638802,174338.27531132862,175964.28
160000,163763.47023985005,153507.95256687366,157341.09830190297,157764.2504586297,159482.22
86000,86254.81754490707,88972.72275791767,86371.60338278666,88894.15331454016,86755.55
115000,105015.12054688256,101494.89436898808,101359.55440809415,116353.56524554425,99111.586
133000,137913.65963850933,140055.32106111108,139060.17823154796,139023.44296311602,131579.03
172785,168429.60023970625,170300.23776521411,170346.79710204646,171732.13113527783,170911.39
155000,146697.57062156015,145072.70219584185,147188.45678269005,150897.45625130463,151218.1
91300,91213.91423721233,87621.85409829076,96488.99769392308,100715.18258913337,100457.53
34900,68857.5426324323,37707.09472888556,39251.00025701177,45622.420212873905,35222.1
430000,385139.55776172277,422457.5940716689,381219.462780785,386903.9210741755,430814.75
184000,165940.45427293802,180330.71036400308,179958.67292893623,179665.29091794702,183900.9
130000,136386.32816024,133285.14320850236,133894.7408271841,126962.50480851087,130854.74
120000,116249.79647712398,122806.15255634913,119522.80822512417,120059.88659831806,121042.9
113000,107919.3364758085,112433.3001261275,105231.09345558978,114146.55416219434,113068.57
226700,208559.41335748837,211766.1846185539,224650.33155729523,225248.2704730428,226061.81
140000,127818.1562127571,139510.44808558866,147100.09277404234,141898.81889403646,140306.61
289000,248980.36891649387,290362.5785120052,240469.54991207036,276218.86771725724,289448.1
147000,151334.52626758543,144183.4836689917,145463.3693058708,146001.98852508992,146845.42
124500,125348.47537913191,124963.05671156186,128100.82458644177,125076.1081826091,124376.14
215000,230174.18996750945,223672.4346342226,203747.67890653104,213648.14894941088,214760.94
208300,195043.88977968475,192245.34131670123,198084.63360810126,194870.17533326554,206387.3
161000,187843.3206869298,158167.08681470648,161393.65356468424,158865.72881954606,159736.72
124500,137765.18044025963,137709.91819143706,131428.60063253832,127874.81317947803,127634.695
164900,150397.72634652015,155876.67563746648,162112.83933495483,157795.83694602674,163738.08
202665,202680.98685556295,194571.2684339731,192731.9265906909,199246.85672429696,200057.45
129900,114439.32254610585,121161.53203775822,130181.41930280623,126196.67970838494,127706.164
134000,143269.79421964,144401.3941701656,145928.65088502513,138114.74601561305,138604.55
96500,102329.80662820784,92962.35194586567,90947.86801173288,91643.11612883201,95918.06
402861,401339.2804231097,422667.8359658494,407920.6589365594,401035.1355915901,406698.22
158000,166280.85986302843,166955.95445614407,170109.88893467223,174116.41886036005,159573.2
265000,270613.3074240185,270384.8086282528,279262.64026493835,275218.2052567576,269105.84
211000,197673.0538314866,203365.25549903023,206473.3100102943,204286.86872214734,210079.9
234000,206173.23923466096,234671.37541666356,219550.2533581991,234944.2110311998,234759.48
106250,109099.43297850728,103618.43804172425,108032.59266751671,104049.9863197635,106104.2
150000,143456.1006256052,143452.85782800338,152119.8657606618,149430.2242092017,150071.08
159000,169304.61889705618,166302.22525921115,158660.66284300815,156445.83007888577,171227.9
184750,484049.6587495656,194776.24665432077,229842.18056195258,320596.455598532,184547.98
315750,297860.00646310113,299186.1046671598,307340.32701439783,303127.4298536603,313239.44
176000,192729.1699566152,180788.23269598317,178610.70310470284,178901.19092130117,180340.69
132000,127441.3822516796,132063.44227505507,122177.54159225275,126709.79891007533,133715.11
446261,405777.937759723,451324.4983464409,410796.725033809,424960.4201689276,445309.16
86000,88885.5563751574,93055.98069006503,78560.23510310201,80791.5892804366,79801.55
200624,297553.72840569145,249717.52483947898,232973.4834941288,221391.3016349859,209890.27
175000,197778.41143256243,184029.95684172327,176428.80578303343,181301.09366134016,175730.17
128000,131414.06218861564,133990.8113919025,119228.7845076042,127784.59928542102,129579.14
107500,107718.20964425705,106440.30357832734,118805.10261881512,106444.61586173113,115797.51
39300,49116.72213813606,39974.665458238276,54090.499583871984,46434.21504356081,39271.254
178000,208923.65249238594,184801.9010719068,181389.45171816633,187109.2472612556,181412.92
107500,119560.1822603069,124067.30092099009,136420.77313930128,130707.70830892537,141074.34
188000,198913.92134669688,194115.47352576224,185902.6521119191,190614.78841438028,192404.36
111250,121114.77636987835,117105.00468479969,113321.47794846163,113456.77218481225,111475.39
158000,145900.53471766037,148070.17065922063,149508.62966174827,147581.84459572687,145471.62
272000,236798.23988939862,262665.2413309916,262626.4890497175,267356.65991224744,271084.6
315000,341936.0462173058,345103.6140454714,324801.3289555829,326843.7794991986,318885.2
248000,261061.9959141984,250547.81683662476,255869.540181959,258607.47657308285,244329.25
213250,223761.8355955074,217130.52154020953,224203.0295030395,216551.5471172116,216750.22
133000,133276.57149541602,156788.46218143997,165061.62114194455,167901.67706379158,146620.83
179665,212230.08443880035,193956.5909749054,176799.8517207468,180008.22668775308,181366.9
229000,229894.62165504112,242182.08921136515,242392.0790445245,238850.7846010201,233068.98
210000,183030.25775391018,196215.13968272592,174867.1822150843,193413.13115981183,208468.73
129500,127619.17075514927,124947.96855070602,130818.47871096423,127939.45156711822,129026.93
125000,107831.85653570067,117565.54900522552,123471.23731528918,123366.11411024586,122934.04
263000,228378.27491506524,244431.07496623864,255203.57366716248,251558.45303178963,256470.06
140000,130671.69860069,138292.23629004168,144637.00221950244,139790.6373227806,138795.42
112500,119624.41032241553,116250.43365694866,109939.81641044993,110625.42113243787,112300.12
255500,277221.3874565886,263036.64033590315,247055.45835797946,261773.09863863868,256905.56
108000,120309.19010149654,111937.70315939482,106105.44821760773,109109.97091786136,108876.87
284000,281822.8146239473,256425.98578802115,255972.69748910682,252480.88140217387,239439.03
113000,108688.32617069753,112827.56573670659,114384.95808075649,110554.56395938901,111567.6
141000,135582.827838713,142106.72019973115,140035.73693023308,138718.71828352357,140828.34
108000,88445.19027000412,103719.6085110923,107802.80241564814,109193.06943343034,107947.086
175000,195910.01017789397,182251.7842541161,177568.5784507082,177019.54922480314,190623.44
234000,180500.34398339677,197747.52298579362,227780.4502237992,221087.254635732,226635.36
121500,161155.84895048014,148349.75378984763,134639.91154850984,135961.7015666919,123790.4
170000,162798.8460695066,164214.82374488452,173128.51654018107,169714.4558096797,168509.95
108000,108771.53214435242,104357.95351515473,105739.24468136662,107338.18527651142,107775.72
185000,146675.98214187575,161522.1626877058,186441.26713462282,174059.48763068352,179074.33
268000,273638.73884528,262605.16168125276,261538.20625921153,258352.9795700933,266866.56
128000,128175.63201724378,136194.15797360076,121796.60867258714,129070.86547856483,131081.69
325000,344284.9166525795,325302.73182033363,323424.3333781353,321970.4756724671,321922.47
214000,219167.10288916557,202441.46636534622,198187.25434763992,199433.76878096207,201133.72
316600,255153.09271718143,311022.5703971145,313274.8087965317,313421.57464068336,315991.38
135960,139730.37197744855,138236.05772517304,141107.6462182037,138069.8588084095,137329.22
142600,145916.63079468472,140231.570527933,135458.97127660105,141609.2734909154,141647.16
120000,114626.69144977971,112519.99159372007,128646.5470978991,114238.53050760175,117218.484
224500,219975.25155608906,228927.68799709162,214583.85507666215,220384.77608491274,224672.95
170000,178877.56067861535,173231.92335824922,162492.8671853344,170794.97867915404,169480.48
139000,130996.91872164806,132887.60575145867,133791.87313173732,133528.56618944235,138935.81
118500,120438.47373499148,118561.76549759156,112961.83058472772,120261.82744821587,112243.78
145000,138033.3172153935,147299.96843351508,167473.96073346992,162747.09385157356,147289.73
164500,147458.90778110732,157388.49491810054,154981.97706720064,160112.3152304689,163399.9
146000,156762.89105511512,150308.20678377678,154116.47939439627,149169.46858768942,146898.78
131500,128757.62810591314,130831.86822165291,133247.4791951576,132400.0354247382,133602.94
181900,186198.04637962155,176916.45364562422,176607.94260374614,177065.41018144475,182309.92
253293,323078.2140491106,381500.8843074387,367718.3430239804,345816.8878650908,381013.38
118500,108620.5770185011,120617.15736351187,116258.21175770042,122374.28783423844,119413.29
325000,252721.7426606577,315754.0799591913,291567.15258751676,298567.39598138357,323665.44
133000,119933.2654868149,136375.09694835838,127427.68725288789,128334.19095475433,127627.88
369900,332894.53999845876,375962.7724066481,385089.92632522364,366192.37438226654,346489.44
130000,118287.18510590629,122738.59928999722,124167.84848684678,117755.59988449216,129696.336
137000,129774.06410380121,131016.99672736635,136278.42149929376,135900.9267205735,136329.0
143000,207406.82535921206,193883.90044975645,185611.31501958478,173099.09117567996,183494.28
79500,100790.59604651824,96580.0426470222,104224.88394753012,101082.70130137994,97349.51
185900,199710.69730094715,192004.3196143646,183977.32433142434,186789.1983949148,188489.05
451950,409496.3777635969,424525.4768830653,371300.592718304,391345.3827844682,395918.16
138000,133491.34286567298,136027.49444970777,137604.7017983686,137697.32749874034,140574.48
140000,142630.4454421297,140136.95890736824,139387.44629851144,139624.68199290562,138927.06
110000,116305.19814523273,116283.68073933729,112390.63564425438,111857.08899183945,111920.336
319000,318484.06559412944,326694.03228081757,317665.14270767616,310771.19403668353,319399.56
114504,121949.57327813793,118038.59831575937,113418.78526762548,116890.26187344083,116520.22
194201,193529.8187879797,188132.7647268828,179867.90808018943,178293.1154587417,170305.66
217500,212400.92029610847,196770.45345940755,188970.5254329242,192183.4839863961,198290.38
151000,132606.53889548406,137009.8508990551,157375.65051136143,157926.88329542428,136139.83
275000,280116.6888837415,251104.71301650527,257116.9863276111,264613.59635746275,272129.25
141000,126864.56507676674,129687.05513075543,130713.83029192564,132714.2335492416,138079.33
220000,216311.04364651558,219976.5394624177,238453.46154620915,226372.53063347016,224232.42
151000,161975.17284090587,153958.41576364212,150636.07840378105,150004.4154708859,149504.23
221000,222340.6994468826,219841.94306471894,218283.1910527408,220086.35785158977,221740.95
205000,191341.96214986435,201398.11387924678,196269.3609968599,206243.7076928002,204354.3
152000,161551.5341567694,156339.6860425154,150280.70709606897,149851.5096364469,151387.62
225000,174486.39896980947,166124.83642817126,165599.20585982545,158856.82607677917,157303.28
359100,331491.81696721143,350119.0335486661,332877.35096713394,331707.8934755701,358557.56
118500,104707.79337177836,113866.54503266564,112707.80026027752,117066.86831666245,118612.1
313000,316335.8065967021,322675.15997856105,302831.58284968074,319904.439194302,310455.2
148000,151735.00885513428,156903.90989994528,148387.95904517552,150406.04168550295,149266.9
261500,258731.11994027384,264228.467566944,265562.62163521553,262123.2840988161,261426.0
147000,130058.04287939602,140965.95518075014,136132.69845051167,131649.42273617123,146660.27
75500,79218.5301002988,75531.1382023199,86540.58044627754,86014.61717866237,79864.516
137500,139302.44275771594,140687.91721417703,138421.6946393871,139512.93058468646,137676.58
183200,196442.76542714282,184951.32736984576,182165.5855538328,182550.59799742998,181736.39
105500,113376.26998495219,111925.26534877262,106893.87228729198,109892.71711515701,105687.71
314813,324655.17207285046,310625.48232618475,303387.39391880983,299846.4979775783,312848.66
305000,296506.81674231536,318894.5791343975,314334.26482091873,304316.67797495483,318800.66
67000,84251.39626333042,63220.48014995575,75797.59372332519,71734.98124451206,65274.457
240000,214495.16023698935,245849.4696737026,228828.7420231366,237350.66241151973,238894.56
135000,132601.05330536343,127953.59474191103,125037.87178762366,136023.83932723425,133627.92
168500,185034.03849358537,175042.8791661944,172643.87772741154,170020.6941932023,169896.2
165150,171262.34456522332,166476.4712708122,166342.7902877904,168685.2318635514,165990.48
160000,133934.01661587675,139141.70907576598,156591.05692174894,152053.13201624076,154954.05
139900,133447.8922929858,133760.52945901325,141811.02808963918,136391.11252712482,136194.5
153000,154293.29297936228,160156.68195499628,155787.40776029605,153683.7541846151,154577.38
135000,177265.6694101244,175092.40424556882,195878.64742804394,186568.12472847145,163456.0
168500,151489.6292908336,158524.2484932225,169409.7702961245,164261.2523627288,169725.69
124000,107906.33558309128,120869.51671472979,118854.6584666262,122562.61845671582,125038.48
209500,219571.5518351744,217031.36049931936,212700.27890351426,221765.70294848093,209805.42
82500,183277.93487941197,98994.79888147156,97759.25237715346,108915.8089398204,83845.164
139400,133933.95821440316,136000.34125254143,141107.43972771903,139496.5679912637,140083.61
144000,133844.1934517726,158381.85870380056,144726.26547435988,147801.59978851862,156397.39
200000,156159.85159577872,191099.95435769222,176272.67689351842,175563.26675858168,199051.27
60000,63799.91524704874,49593.56930818248,58454.70213373391,56561.22904025701,66404.58
93000,114138.05788011936,103203.7049036486,105727.31424339276,102150.44945017426,96975.805
85000,89741.52227825664,83427.10304436985,87605.54668188843,88763.75389967073,83427.3
264561,251901.5737010453,265036.3945079466,266325.30275702674,269289.63911563985,262357.34
274000,266501.57832535595,275542.9969837808,272889.0506491277,274345.56328881206,275349.62
226000,233126.93165373712,238329.63085333657,223534.26023919438,229705.08898754948,230196.0
345000,297853.1224842966,348344.8260301797,352541.51762371254,336800.8771388945,345490.66
152000,165143.18286230083,158364.54987815244,174742.60964490485,166604.06249037423,153077.95
370878,347523.7099424743,374068.6771317981,361176.5247489546,345917.3734595109,368419.5
143250,140974.01403198735,136450.8946205321,146122.03997937564,140582.4851975425,141277.52
98300,123995.32258499073,103847.81067308821,100526.79857514673,101707.58294310328,101616.69
155000,143890.3899283069,153954.02541542638,149228.31696649853,150118.52053451655,156725.88
155000,149835.33878275132,156610.3692946593,159943.1879756736,160980.34015039552,155678.5
84500,74572.11770986542,74208.8627512217,77872.5099795774,81997.62498312429,77694.74
205950,203628.18193270272,198211.20795138535,205950.0000000005,197172.01630962573,204250.47
108000,111008.12009682902,117138.87893063825,119773.07410618734,128996.11134979855,102801.28
191000,196377.05967026664,191412.3346154567,188769.03159881465,191889.07970431566,189743.23
135000,129651.29478213858,130111.42464232087,130708.45033938579,133261.31807756517,134937.73
350000,320934.73735094134,354015.46651473996,346347.47253156063,347255.3588587725,348387.38
88000,93231.97127839313,91702.44713169243,89220.88819080518,91023.32547005558,88242.84
145500,146363.66556263584,146533.50780595676,140920.62541796028,144013.02483962793,145745.17
149000,151377.6905024067,164144.42854288852,146057.27111451022,152835.1668060806,150246.2
97500,125223.79560761622,112732.89535306941,104703.8360652876,106928.41999009361,99133.13
167000,150602.2016309767,165329.20112579907,167369.34497678388,167641.4383085641,167229.2
197900,189038.03378103647,185569.11782629552,201863.9324662843,197434.78601843305,196291.86
402000,376263.868437903,399016.0142750129,394711.642459082,381594.71573195606,401743.5
110000,154821.38510163018,122051.71351098832,132931.74986660466,125971.1527649688,112546.38
137500,130861.71546286528,134127.13987170064,131283.61844886566,143115.17378072828,138191.05
423000,366904.31122653553,416685.98073408986,373778.64424957026,386444.9989748122,420998.34
230500,222465.52803748948,249568.57895942847,232484.75415446723,234365.21020426977,231497.3
129000,174460.3970460289,140294.51435215224,139142.32971157908,152340.71643597234,129857.6
193500,208854.39208563638,212345.23105429203,196201.55972237472,198165.6693125399,200018.16
168000,161766.6804344928,158683.7817405086,157141.45091919578,165356.36434324976,168212.73
137500,124092.55379615081,115328.2999217063,98495.88284668344,106664.33992424332,110906.59
173500,181502.11902256048,175558.60332746946,168842.98265175088,175450.2472622754,174604.92
103600,117075.44262123186,109245.77824188216,106584.68790942022,111890.74439260829,104480.93
165000,193419.22484826655,169030.31687622727,174514.82757310985,165875.2039189879,166667.34
257500,247207.28601028628,267988.9198805745,235085.75195735527,236953.41490303344,257340.81
140000,148272.39175822533,149044.1138234417,146742.85832121878,144350.34851680172,151769.84
148500,146435.67301935982,151575.70768663439,149137.54099916996,153081.0739212784,149739.69
87000,107138.04537130738,94899.31710878789,109952.62383102559,100368.3297169382,88117.63
109500,112720.35316922357,104312.15437779311,108851.68839160296,105630.37617496999,93057.97
372500,335387.0964585572,352598.0172109721,358644.878871894,345780.3099989299,371772.5
128500,128042.80272707851,129059.85676792699,133776.0459070365,135384.0443224585,132674.4
143000,129776.96488506718,117350.01393745236,122158.57412273152,119159.93569972979,115251.94
159434,133529.17797719725,149874.64291411566,148300.78384699658,149273.8856018259,157792.19
173000,200358.30639226185,188247.20346314576,166271.03215049973,180567.76476712694,184336.02
285000,276459.12279710534,277663.1353890089,284705.9324159311,288317.28309757076,283778.75
221000,226930.27502396904,219146.15766144745,226291.81692347839,220410.59668442182,221053.06
207500,244500.55621424378,232975.69080084612,196879.86337462274,218847.90902847608,209987.38
227875,217725.77791726743,216500.91101408916,225858.14279381462,224997.30769100125,224577.39
148800,169701.32759316853,156335.69352133037,153577.28032335523,151802.09632005705,150104.28
392000,266371.3221585971,346950.6458704595,331064.4607440785,336932.1939506829,387244.56
194700,203156.17142095967,181239.22139781588,187178.61004836124,184483.08366671455,193987.02
141000,150929.5001440674,143938.7351132583,142816.95476132858,143771.61855434516,143528.58
755000,532250.4697663711,614567.4710216604,479009.8949689744,544602.5857845471,593523.94
335000,274632.7968450506,308737.23806535976,304608.7358358395,298309.18227467744,327230.0
108480,101354.7086154115,105173.72181768215,118950.52671041392,111232.37574634192,99153.45
141500,118514.35759981997,128155.08121680729,139271.87872263175,135650.97642618374,140486.83
176000,180025.12352633072,169917.00182174513,156628.88358892858,157254.24391990967,167014.19
89000,96193.39673215731,90501.0331400698,89076.10121468922,90417.50658384574,89171.46
